num,humanized,machine
1888,09.10.76,1976-10-09
1889,Saturday August 11 2018,2018-08-11
1890,7 Nov 2004,2004-11-07
1891,29 October 1993,1993-10-29
1892,September 19 2018,2018-09-19
1893,Aug 4 1979,1979-08-04
1894,28 Jan 2004,2004-01-28
1895,Thursday December 30 2010,2010-12-30
1896,Wednesday December 1 1993,1993-12-01
1897,Friday January 30 2009,2009-01-30
1898,Thursday November 17 1988,1988-11-17
1899,Wednesday March 24 1993,1993-03-24
1900,Wednesday October 5 1994,1994-10-05
1901,22 Feb 1992,1992-02-22
1902,Friday November 9 1973,1973-11-09
1903,15 Jul 1986,1986-07-15
1904,30.04.73,1973-04-30
1905,Monday March 21 1983,1983-03-21
1906,3 February 1970,1970-02-03
1907,Monday August 28 1995,1995-08-28
1908,10/11/18,2018-10-11
1909,Monday September 1 1986,1986-09-01
1910,6 Jul 1973,1973-07-06
1911,03 Aug 2000,2000-08-03
1912,5 April 2000,2000-04-05
1913,Jun 29 1981,1981-06-29
1914,8 August 1978,1978-08-08
1915,22 Apr 1971,1971-04-22
1916,28 Nov 2006,2006-11-28
1917,Saturday January 12 1974,1974-01-12
1918,Saturday December 19 1987,1987-12-19
1919,2 March 2014,2014-03-02
1920,Thursday June 24 1993,1993-06-24
1921,Sunday September 1 1974,1974-09-01
1922,06 Jul 2008,2008-07-06
1923,Tuesday November 24 1981,1981-11-24
1924,Monday October 26 1998,1998-10-26
1925,8 11 06,2006-11-08
1926,18 September 1982,1982-09-18
1927,30 Sep 2015,2015-09-30
1928,Thursday July 30 2020,2020-07-30
1929,Monday September 17 2012,2012-09-17
1930,5 04 14,2014-04-05
1931,Friday July 27 1979,1979-07-27
1932,Friday October 26 2001,2001-10-26
1933,Aug 27 1993,1993-08-27
1934,10/26/07,2007-10-26
1935,26.12.77,1977-12-26
1936,Tuesday April 6 1982,1982-04-06
1937,31 July 2021,2021-07-31
1938,November 10 1978,1978-11-10
1939,Sunday August 3 2014,2014-08-03
1940,August 11 1985,1985-08-11
1941,18 Oct 2001,2001-10-18
1942,Friday March 23 2001,2001-03-23
1943,February 24 1988,1988-02-24
1944,4/15/00,2000-04-15
1945,Wednesday June 28 2000,2000-06-28
1946,7 Oct 2016,2016-10-07
1947,03 Jun 1996,1996-06-03
1948,01 Aug 2004,2004-08-01
1949,10 Jun 1986,1986-06-10
1950,Tuesday September 28 1993,1993-09-28
1951,10 Jun 1970,1970-06-10
1952,Wednesday January 13 1999,1999-01-13
1953,Wednesday December 21 1983,1983-12-21
1954,30 May 2012,2012-05-30
1955,22 May 1986,1986-05-22
1956,27 December 1995,1995-12-27
1957,June 9 1977,1977-06-09
1958,Thursday March 31 1977,1977-03-31
1959,Thursday April 29 1976,1976-04-29
1960,3 May 1997,1997-05-03
1961,17 08 89,1989-08-17
1962,August 5 1978,1978-08-05
1963,July 31 2017,2017-07-31
1964,May 30 2018,2018-05-30
1965,Sunday August 28 1988,1988-08-28
1966,October 23 1991,1991-10-23
1967,Tuesday March 31 2009,2009-03-31
1968,Friday July 25 1975,1975-07-25
1969,Saturday May 11 2013,2013-05-11
1970,3 May 2011,2011-05-03
1971,12 Oct 2016,2016-10-12
1972,Tuesday August 21 2007,2007-08-21
1973,Wednesday March 28 1979,1979-03-28
1974,Sunday May 10 2009,2009-05-10
1975,August 21 2000,2000-08-21
1976,1/14/01,2001-01-14
1977,03.11.81,1981-11-03
1978,Tuesday October 27 1992,1992-10-27
1979,January 26 2002,2002-01-26
1980,Monday November 12 1973,1973-11-12
1981,5 August 1999,1999-08-05
1982,Wednesday June 26 1991,1991-06-26
1983,11 Sep 1991,1991-09-11
1984,12 March 2006,2006-03-12
1985,May 24 2010,2010-05-24
1986,21 April 2015,2015-04-21
1987,Monday August 3 2009,2009-08-03
1988,November 20 2000,2000-11-20
1989,6 November 1970,1970-11-06
1990,Jul 19 2019,2019-07-19
1991,1 Jan 1988,1989-01-01
1992,10 Jun 2022,2022-06-10
1993,6 September 2009,2009-09-06
1994,Tuesday April 14 2009,2009-04-14
1995,Friday April 6 2012,2012-04-06
1996,Monday March 23 2015,2015-03-23
1997,April 5 2018,2018-04-05
1998,15 Dec 2012,2012-12-15
1999,Friday May 27 2022,2022-05-27
2000,Saturday July 14 2018,2018-07-14
2001,February 14 1973,1973-02-14
2002,Tuesday February 27 1979,1979-02-27
2003,11 06 03,2003-06-11
2004,17 January 1994,1994-01-17
2005,May 29 1982,1982-05-29
2006,Thursday November 25 2004,2004-11-25
2007,May 25 2022,2022-05-25
2008,October 28 1972,1972-10-28
2009,Monday June 10 2019,2019-06-10
2010,12 Apr 1972,1972-04-12
2011,Monday June 20 2011,2011-06-20
2012,2 May 1978,1978-05-02
2013,Saturday June 14 2003,2003-06-14
2014,19 August 2020,2020-08-19
2015,Tuesday November 4 1980,1980-11-04
2016,Saturday February 3 1973,1973-02-03
2017,Wednesday December 25 2019,2019-12-25
2018,Sunday December 11 1994,1994-12-11
2019,Saturday January 2 1971,1971-01-02
2020,Wednesday August 9 2000,2000-08-09
2021,Monday September 26 1983,1983-09-26
2022,1 March 1993,1993-03-01
2023,Sunday July 10 1994,1994-07-10
2024,12 08 92,1992-08-12
2025,24 February 2021,2021-02-24
2026,29 Sep 1993,1993-09-29
2027,May 14 1996,1996-05-14
2028,15 Mar 2007,2007-03-15
2029,Sunday April 30 1989,1989-04-30
2030,13 November 1994,1994-11-13
2031,23 Jun 1986,1986-06-23
2032,September 10 1971,1971-09-10
2033,September 9 1982,1982-09-09
2034,14 09 73,1973-09-14
2035,Sunday November 1 2015,2015-11-01
2036,9/1/98,1998-09-01
2037,Tuesday September 14 2004,2004-09-14
2038,Thursday February 28 1974,1974-02-28
2039,Tuesday September 28 2021,2021-09-28
2040,24 Nov 1986,1986-11-24
2041,Friday February 21 1986,1986-02-21
2042,26 Feb 2012,2012-02-26
2043,3/5/85,1985-03-05
2044,27 Mar 1971,1971-03-27
2045,5 May 1997,1997-05-05
2046,26 October 2003,2003-10-26
2047,Wednesday April 22 2020,2020-04-22
2048,Tuesday October 11 2005,2005-10-11
2049,24 Aug 1985,1985-08-24
2050,12 November 2005,2005-11-12
2051,29 April 1987,1987-04-29
2052,Monday March 12 2001,2001-03-12
2053,Sunday December 9 1973,1973-12-09
2054,Friday September 11 1987,1987-09-11
2055,Monday July 9 1973,1973-07-09
2056,Sunday July 29 2007,2007-07-29
2057,06.09.95,1995-09-06
2058,Wednesday February 18 1981,1981-02-18
2059,22 Mar 1982,1982-03-22
2060,4 February 1976,1976-02-04
2061,August 8 1984,1984-08-08
2062,Tuesday July 2 1974,1974-07-02
2063,28 Jul 1986,1986-07-28
2064,Friday January 8 1999,1999-01-08
2065,27 Jun 1992,1992-06-27
2066,7 March 2008,2008-03-07
2067,Monday September 2 1985,1985-09-02
2068,Wednesday July 27 2016,2016-07-27
2069,Friday April 28 2000,2000-04-28
2070,27 January 2016,2016-01-27
2071,Thursday August 14 1975,1975-08-14
2072,21 Feb 2016,2016-02-21
2073,26 Jun 2007,2007-06-26
2074,Friday March 16 2007,2007-03-16
2075,May 13 2015,2015-05-13
2076,Sunday October 1 2006,2006-10-01
2077,10 Feb 2001,2001-02-10
2078,Saturday September 28 2019,2019-09-28
2079,19 September 1996,1996-09-19
2080,February 13 2002,2002-02-13
2081,14 October 2010,2010-10-14
2082,21 July 2007,2007-07-21
2083,12 Apr 1978,1978-04-12
2084,03 Nov 1991,1991-11-03
2085,Wednesday April 9 2003,2003-04-09
2086,Saturday April 18 1987,1987-04-18
2087,11 Jan 1976,1976-01-11
2088,17 Aug 1990,1990-08-17
2089,15 May 1975,1975-05-15
2090,5 11 90,1990-11-05
2091,7 January 1991,1991-01-07
2092,19 Jan 2017,2017-01-19
2093,6 03 22,2022-03-06
2094,12/8/84,1984-12-08
2095,8/4/04,2004-08-04
2096,4 Mar 2016,2016-03-04
2097,March 7 2012,2012-03-07
2098,May 11 2006,2006-05-11
2099,9/15/10,2010-09-15
2100,30 04 99,1999-04-30
2101,Friday December 14 1990,1990-12-14
2102,Saturday July 15 2006,2006-07-15
2103,26 Feb 1978,1978-02-26
2104,Friday December 11 2015,2015-12-11
2105,Thursday December 7 1995,1995-12-07
2106,26 July 1981,1981-07-26
2107,Tuesday June 11 2013,2013-06-11
2108,11.05.81,1981-05-11
2109,Thursday August 27 1981,1981-08-27
2110,Friday April 12 1991,1991-04-12
2111,Thursday December 12 1974,1974-12-12
2112,Saturday February 7 2004,2004-02-07
2113,Wednesday January 28 2004,2004-01-28
2114,Saturday November 18 1995,1995-11-18
2115,Thursday February 12 2004,2004-02-12
2116,May 12 2015,2015-05-12
2117,21 May 1991,1991-05-21
2118,24 August 1973,1973-08-24
2119,Saturday December 9 2017,2017-12-09
2120,October 4 1970,1970-10-04
2121,Monday January 24 2022,2022-01-24
2122,26 Nov 1981,1981-11-26
2123,June 3 1970,1970-06-03
2124,28 09 82,1982-09-28
2125,19 October 2007,2007-10-19
2126,24 February 1987,1987-02-24
2127,23 Feb 1985,1985-02-23
2128,September 18 1977,1977-09-18
2129,14 Nov 2003,2003-11-14
2130,Tuesday June 29 1971,1971-06-29
2131,9 February 1977,1977-02-09
2132,24 November 1988,1988-11-24
2133,Wednesday December 12 1973,1973-12-12
2134,20 Jul 1989,1989-07-20
2135,Saturday December 24 2011,2011-12-24
2136,21 08 84,1984-08-21
2137,Wednesday April 12 1989,1989-04-12
2138,Friday November 28 1997,1997-11-28
2139,Tuesday July 29 1975,1975-07-29
2140,26 Oct 2020,2020-10-26
2141,May 25 1971,1971-05-25
2142,May 23 1971,1971-05-23
2143,Saturday July 7 2001,2001-07-07
2144,Sunday July 9 1989,1989-07-09
2145,May 29 2003,2003-05-29
2146,26 11 15,2015-11-26
2147,6 07 05,2005-07-06
2148,16.02.79,1979-02-16
2149,Friday July 15 1983,1983-07-15
2150,Tuesday February 20 1996,1996-02-20
2151,Saturday December 3 2005,2005-12-03
2152,Friday July 6 1979,1979-07-06
2153,Saturday January 24 1970,1970-01-24
2154,Wednesday December 5 1973,1973-12-05
2155,Saturday October 14 2017,2017-10-14
2156,May 10 2000,2000-05-10
2157,Tuesday November 15 1988,1988-11-15
2158,08.07.80,1980-07-08
2159,Tuesday March 29 2011,2011-03-29
2160,11 Oct 1997,1997-10-11
2161,August 7 1974,1974-08-07
2162,Wednesday November 26 2003,2003-11-26
2163,12/25/92,1992-12-25
2164,April 13 2017,2017-04-13
2165,Saturday February 24 2001,2001-02-24
2166,Tuesday January 14 2014,2014-01-14
2167,13 May 1986,1986-05-13
2168,11 November 1992,1992-11-11
2169,Thursday May 28 1992,1992-05-28
2170,15 Apr 1996,1996-04-15
2171,25 August 2018,2018-08-25
2172,Monday March 11 1974,1974-03-11
2173,20 May 2002,2002-05-20
2174,Friday August 14 1992,1992-08-14
2175,Wednesday August 5 2009,2009-08-05
2176,Friday April 18 1997,1997-04-18
2177,Friday October 7 1994,1994-10-07
2178,Friday March 4 2005,2005-03-04
2179,9 03 84,1984-03-09
2180,Sunday September 26 2021,2021-09-26
2181,31.08.20,2020-08-31
2182,October 12 1998,1998-10-12
2183,12 December 1999,1999-12-12
2184,Monday March 28 1983,1983-03-28
2185,Sunday May 27 1990,1990-05-27
2186,Thursday March 20 1975,1975-03-20
2187,May 20 2005,2005-05-20
2188,October 28 1971,1971-10-28
2189,August 1 1993,1993-08-01
2190,18 Jul 1977,1977-07-18
2191,30 December 2020,2019-12-30
2192,20 03 77,1977-03-20
2193,Saturday December 26 2009,2009-12-26
2194,8 August 1988,1988-08-08
2195,Monday March 1 1976,1976-03-01
2196,30 Jul 1980,1980-07-30
2197,Monday April 25 2005,2005-04-25
2198,4 June 1995,1995-06-04
2199,Sunday February 28 1993,1993-02-28
2200,September 7 2015,2015-09-07
2201,Saturday May 15 1993,1993-05-15
2202,Saturday October 7 2006,2006-10-07
2203,October 11 2011,2011-10-11
2204,Monday January 19 1970,1970-01-19
2205,18 11 74,1974-11-18
2206,February 3 2006,2006-02-03
2207,01 Jun 1976,1976-06-01
2208,29.08.87,1987-08-29
2209,July 21 2007,2007-07-21
2210,Friday November 14 2014,2014-11-14
2211,11 March 2020,2020-03-11
2212,4 Nov 1976,1976-11-04
2213,Sunday May 20 1979,1979-05-20
2214,15 December 1970,1970-12-15
2215,January 8 2014,2014-01-08
2216,Tuesday June 11 1985,1985-06-11
2217,6 February 2004,2004-02-06
2218,28 Dec 2001,2001-12-28
2219,10 02 08,2008-02-10
2220,Wednesday July 13 2011,2011-07-13
2221,Tuesday November 4 2014,2014-11-04
2222,12 Jan 2020,2020-01-12
2223,January 5 2020,2020-01-05
2224,Aug 27 1985,1985-08-27
2225,Friday April 10 1992,1992-04-10
2226,Monday March 3 2014,2014-03-03
2227,28 December 1980,1980-12-28
2228,11 06 05,2005-06-11
2229,6/12/83,1983-06-12
2230,8 Mar 1973,1973-03-08
2231,25 Dec 1988,1988-12-25
2232,Thursday June 21 2012,2012-06-21
2233,10/1/93,1993-10-01
2234,23 February 2021,2021-02-23
2235,14 June 2002,2002-06-14
2236,Wednesday April 7 2004,2004-04-07
2237,Sunday January 3 2021,2021-01-03
2238,Monday June 6 1977,1977-06-06
2239,2/7/06,2006-02-07
2240,Monday June 26 1995,1995-06-26
2241,23 September 1997,1997-09-23
2242,Thursday July 30 2015,2015-07-30
2243,11 Oct 1971,1971-10-11
2244,Wednesday February 10 1993,1993-02-10
2245,Jun 30 1991,1991-06-30
2246,Monday October 26 1981,1981-10-26
2247,March 4 1995,1995-03-04
2248,11/9/07,2007-11-09
2249,Monday November 16 2020,2020-11-16
2250,Wednesday February 1 1984,1984-02-01
2251,Wednesday December 2 1970,1970-12-02
2252,18 January 2020,2020-01-18
2253,Saturday June 22 2013,2013-06-22
2254,Sunday July 5 1981,1981-07-05
2255,Sunday September 26 2004,2004-09-26
2256,6 January 1988,1988-01-06
2257,25 February 1996,1996-02-25
2258,24 September 1987,1987-09-24
2259,9/26/02,2002-09-26
2260,02 May 2021,2021-05-02
2261,Tuesday May 5 2015,2015-05-05
2262,August 24 2000,2000-08-24
2263,5 Nov 2004,2004-11-05
2264,Saturday October 6 1990,1990-10-06
2265,Tuesday October 26 2021,2021-10-26
2266,Tuesday June 21 2022,2022-06-21
2267,Friday October 9 1992,1992-10-09
2268,December 13 2014,2014-12-13
2269,January 3 1981,1982-01-03
2270,Sep 26 2014,2014-09-26
2271,Friday January 10 1992,1992-01-10
2272,Saturday July 28 1973,1973-07-28
2273,Tuesday November 21 1995,1995-11-21
2274,May 15 1984,1984-05-15
2275,4/10/84,1984-04-10
2276,Sunday December 24 2000,2000-12-24
2277,Sunday November 6 1994,1994-11-06
2278,16 Nov 1999,1999-11-16
2279,4 Oct 2019,2019-10-04
2280,5/8/98,1998-05-08
2281,Friday January 21 1972,1972-01-21
2282,July 5 1981,1981-07-05
2283,4 Nov 1993,1993-11-04
2284,17 08 91,1991-08-17
2285,12.03.14,2014-03-12
2286,1 May 2001,2001-05-01
2287,Saturday March 3 2018,2018-03-03
2288,11 Jul 2012,2012-07-11
2289,November 23 1990,1990-11-23
2290,Saturday December 21 1991,1991-12-21
2291,12 Feb 2009,2009-02-12
2292,Saturday February 10 2001,2001-02-10
2293,04 Mar 1985,1985-03-04
2294,Sunday April 9 2006,2006-04-09
2295,Monday August 22 2005,2005-08-22
2296,28 May 2013,2013-05-28
2297,Sep 26 2010,2010-09-26
2298,24 Aug 1980,1980-08-24
2299,17.11.94,1994-11-17
2300,28 September 1973,1973-09-28
2301,10 March 2006,2006-03-10
2302,1 May 1994,1994-05-01
2303,Monday May 2 1977,1977-05-02
2304,Feb 4 2012,2012-02-04
2305,10 Feb 1972,1972-02-10
2306,Wednesday February 25 1981,1981-02-25
2307,March 10 2018,2018-03-10
2308,Monday February 11 2008,2008-02-11
2309,12 June 2008,2008-06-12
2310,Wednesday August 8 2007,2007-08-08
2311,Saturday January 10 1981,1981-01-10
2312,Thursday September 20 1990,1990-09-20
2313,September 10 1976,1976-09-10
2314,27 March 1990,1990-03-27
2315,Saturday January 3 2009,2009-01-03
2316,Friday August 22 1975,1975-08-22
2317,April 26 1988,1988-04-26
2318,7/2/09,2009-07-02
2319,13 03 97,1997-03-13
2320,Sunday July 14 1991,1991-07-14
2321,August 16 1981,1981-08-16
2322,Feb 28 1975,1975-02-28
2323,Monday December 31 1990,1990-12-31
2324,Sunday March 29 1987,1987-03-29
2325,December 25 1976,1976-12-25
2326,September 20 1975,1975-09-20
2327,Saturday March 19 1977,1977-03-19
2328,3 April 2005,2005-04-03
2329,15 Dec 1972,1972-12-15
2330,Saturday August 4 2001,2001-08-04
2331,Thursday November 19 1998,1998-11-19
2332,25 March 1977,1977-03-25
2333,27 July 2008,2008-07-27
2334,Sunday August 23 1987,1987-08-23
2335,Tuesday January 23 1973,1973-01-23
2336,Jun 18 1976,1976-06-18
2337,Sunday October 18 2015,2015-10-18
2338,Saturday July 18 1981,1981-07-18
2339,Monday November 29 1971,1971-11-29
2340,December 31 1982,1982-12-31
2341,Tuesday December 22 1987,1987-12-22
2342,November 22 1997,1997-11-22
2343,November 15 1993,1993-11-15
2344,09 Feb 2011,2011-02-09
2345,18 Dec 2002,2002-12-18
2346,Tuesday August 17 1976,1976-08-17
2347,11 Sep 2008,2008-09-11
2348,15 Apr 2009,2009-04-15
2349,February 8 1995,1995-02-08
2350,Thursday September 11 2014,2014-09-11
2351,6 August 2007,2007-08-06
2352,Wednesday November 16 1988,1988-11-16
2353,April 23 1984,1984-04-23
2354,9 November 1989,1989-11-09
2355,12 Feb 2000,2000-02-12
2356,Friday May 24 1991,1991-05-24
2357,01 Nov 1972,1972-11-01
2358,02 Oct 1972,1972-10-02
2359,29 Mar 2015,2015-03-29
2360,11.12.84,1984-12-11
2361,Sunday March 9 1975,1975-03-09
2362,Wednesday November 18 1992,1992-11-18
2363,31 Jan 2019,2019-01-31
2364,Saturday February 16 1980,1980-02-16
2365,Wednesday July 29 1987,1987-07-29
2366,28.05.17,2017-05-28
2367,Saturday February 11 2012,2012-02-11
2368,Sunday October 4 2020,2020-10-04
2369,Tuesday October 8 2019,2019-10-08
2370,Wednesday January 30 1974,1974-01-30
2371,Friday May 2 1975,1975-05-02
2372,Friday June 17 1994,1994-06-17
2373,Friday May 17 1991,1991-05-17
2374,5/25/15,2015-05-25
2375,26 Nov 2002,2002-11-26
2376,14 Jan 1997,1997-01-14
2377,Monday May 9 1988,1988-05-09
2378,10 May 2011,2011-05-10
2379,October 8 1987,1987-10-08
2380,29 08 14,2014-08-29
2381,7 Jan 2006,2006-01-07
2382,Monday July 3 1995,1995-07-03
2383,March 1 2018,2018-03-01
2384,Friday June 2 1995,1995-06-02
2385,Tuesday August 8 2017,2017-08-08
2386,Thursday January 29 1970,1970-01-29
2387,29 Mar 2001,2001-03-29
2388,Tuesday August 9 1988,1988-08-09
2389,Wednesday January 9 2019,2019-01-09
2390,19 Dec 2006,2006-12-19
2391,28 June 2008,2008-06-28
2392,Saturday October 7 2017,2017-10-07
2393,June 3 1999,1999-06-03
2394,11 Jan 1981,1981-01-11
2395,Tuesday November 14 2006,2006-11-14
2396,2 April 1977,1977-04-02
2397,Wednesday November 11 1970,1970-11-11
2398,20 Mar 1974,1974-03-20
2399,07 May 2021,2021-05-07
2400,Thursday February 15 1990,1990-02-15
2401,Friday August 15 2014,2014-08-15
2402,Saturday January 13 1979,1979-01-13
2403,Apr 7 2008,2008-04-07
2404,Monday January 4 2010,2010-01-04
2405,Monday March 23 1970,1970-03-23
2406,7/8/03,2003-07-08
2407,30 09 98,1998-09-30
2408,December 21 1985,1985-12-21
2409,3/20/90,1990-03-20
2410,Oct 19 2004,2004-10-19
2411,June 9 2022,2022-06-09
2412,Monday November 25 1991,1991-11-25
2413,02.03.85,1985-03-02
2414,16 February 1973,1973-02-16
2415,29.09.78,1978-09-29
2416,Monday February 11 1974,1974-02-11
2417,April 10 1988,1988-04-10
2418,July 30 1974,1974-07-30
2419,28 January 1970,1970-01-28
2420,Friday April 11 1986,1986-04-11
2421,Tuesday November 1 2005,2005-11-01
2422,23 December 2007,2007-12-23
2423,5 Jun 1998,1998-06-05
2424,1 April 1999,1999-04-01
2425,Friday November 16 2001,2001-11-16
2426,Monday July 26 1999,1999-07-26
2427,31 July 2000,2000-07-31
2428,17 07 83,1983-07-17
2429,10 Jun 1989,1989-06-10
2430,Thursday August 21 1986,1986-08-21
2431,01 Sep 2004,2004-09-01
2432,Friday September 19 2003,2003-09-19
2433,31 Aug 2001,2001-08-31
2434,Thursday December 23 2004,2004-12-23
2435,28 March 2016,2016-03-28
2436,17 August 1994,1994-08-17
2437,3 September 2002,2002-09-03
2438,12 04 22,2022-04-12
2439,08 Jul 2004,2004-07-08
2440,Saturday August 28 2021,2021-08-28
2441,October 7 1984,1984-10-07
2442,Sunday May 29 2022,2022-05-29
2443,28.04.11,2011-04-28
2444,30 10 10,2010-10-30
2445,31 Oct 1980,1980-10-31
2446,October 9 1985,1985-10-09
2447,Monday March 2 2020,2020-03-02
2448,Tuesday July 14 1998,1998-07-14
2449,2/5/13,2013-02-05
2450,23 Nov 1982,1982-11-23
2451,Monday March 24 1980,1980-03-24
2452,Tuesday April 5 1994,1994-04-05
2453,Monday March 6 1995,1995-03-06
2454,Saturday May 26 2012,2012-05-26
2455,16 Sep 2000,2000-09-16
2456,23 Jul 2005,2005-07-23
2457,25 Jan 2014,2014-01-25
2458,Wednesday February 1 1978,1978-02-01
2459,Tuesday December 4 2012,2012-12-04
2460,Friday July 21 1972,1972-07-21
2461,19 Nov 2012,2012-11-19
2462,11 May 1981,1981-05-11
2463,23 June 2014,2014-06-23
2464,27 Jan 1973,1973-01-27
2465,Monday November 26 1979,1979-11-26
2466,Tuesday March 14 2006,2006-03-14
2467,January 25 2000,2000-01-25
2468,01 Jan 2009,2009-01-01
2469,14 December 1984,1984-12-14
2470,Saturday March 20 1999,1999-03-20
2471,Tuesday January 28 2003,2003-01-28
2472,May 4 1996,1996-05-04
2473,Wednesday May 17 1989,1989-05-17
2474,July 20 2012,2012-07-20
2475,Monday June 19 1978,1978-06-19
2476,September 3 2010,2010-09-03
2477,Jun 30 1985,1985-06-30
2478,August 8 1991,1991-08-08
2479,13 Dec 1998,1998-12-13
2480,09.04.98,1998-04-09
2481,18 Apr 1986,1986-04-18
2482,21.03.98,1998-03-21
2483,29.07.97,1997-07-29
2484,Tuesday November 11 1980,1980-11-11
2485,Monday February 8 2010,2010-02-08
2486,Jun 16 2000,2000-06-16
2487,29 Mar 2022,2022-03-29
2488,30.06.20,2020-06-30
2489,04 Sep 1976,1976-09-04
2490,Monday December 6 1993,1993-12-06
2491,Saturday June 3 1972,1972-06-03
2492,Thursday November 22 2012,2012-11-22
2493,Oct 15 2017,2017-10-15
2494,Thursday February 1 2001,2001-02-01
2495,7 July 1979,1979-07-07
2496,31 January 1997,1997-01-31
2497,5 January 1973,1973-01-05
2498,Wednesday March 9 2011,2011-03-09
2499,31.12.87,1986-12-31
2500,Saturday January 5 2002,2002-01-05
2501,21.01.72,1972-01-21
2502,Friday October 20 2017,2017-10-20
2503,April 14 1997,1997-04-14
2504,Friday June 5 1998,1998-06-05
2505,August 14 1994,1994-08-14
2506,Thursday April 24 1980,1980-04-24
2507,Friday October 5 2012,2012-10-05
2508,Feb 9 1993,1993-02-09
2509,11 Nov 1986,1986-11-11
2510,31 Jul 1990,1990-07-31
2511,Sunday April 15 1984,1984-04-15
2512,July 8 2018,2018-07-08
2513,30 September 2013,2013-09-30
2514,Friday May 23 2003,2003-05-23
2515,11 Feb 1974,1974-02-11
2516,January 9 1980,1980-01-09
2517,07 Jul 2008,2008-07-07
2518,7/12/20,2020-07-12
2519,Thursday February 29 1996,1996-02-29
2520,Thursday April 5 1979,1979-04-05
2521,9 September 2019,2019-09-09
2522,November 21 1995,1995-11-21
2523,Tuesday November 5 1974,1974-11-05
2524,Saturday November 28 1970,1970-11-28
2525,30.03.00,2000-03-30
2526,Sunday September 24 1978,1978-09-24
2527,Saturday June 9 2012,2012-06-09
2528,Aug 21 1979,1979-08-21
2529,23 04 75,1975-04-23
2530,April 5 2007,2007-04-05
2531,Thursday September 9 1971,1971-09-09
2532,August 29 1972,1972-08-29
2533,15 Mar 1992,1992-03-15
2534,18 Jul 1976,1976-07-18
2535,29 09 01,2001-09-29
2536,Thursday May 4 1978,1978-05-04
2537,4 Jan 1981,1981-01-04
2538,2 March 2016,2016-03-02
2539,7 Nov 2004,2004-11-07
2540,Wednesday December 18 2019,2019-12-18
2541,Sunday June 13 2004,2004-06-13
2542,24 November 1987,1987-11-24
2543,December 12 2015,2015-12-12
2544,Sunday August 14 1983,1983-08-14
2545,Saturday December 13 1975,1975-12-13
2546,24 Oct 1973,1973-10-24
2547,Tuesday April 10 2007,2007-04-10
2548,Monday September 5 2011,2011-09-05
2549,18 August 1999,1999-08-18
2550,Thursday June 18 2020,2020-06-18
2551,23 Nov 1980,1980-11-23
2552,Sunday September 18 1988,1988-09-18
2553,May 16 2011,2011-05-16
2554,Monday July 27 1987,1987-07-27
2555,1 August 2010,2010-08-01
2556,Wednesday October 1 2014,2014-10-01
2557,10 Jul 2020,2020-07-10
2558,October 19 1994,1994-10-19
2559,17 November 2021,2021-11-17
2560,Tuesday October 11 1983,1983-10-11
2561,Saturday January 6 2007,2007-01-06
2562,Friday March 17 2006,2006-03-17
2563,26 May 2002,2002-05-26
2564,Saturday October 5 2019,2019-10-05
2565,Friday June 5 1992,1992-06-05
2566,18 Dec 1973,1973-12-18
2567,December 4 2005,2005-12-04
2568,Sunday October 18 2009,2009-10-18
2569,April 17 1985,1985-04-17
2570,18 July 1976,1976-07-18
2571,24 August 1976,1976-08-24
2572,March 14 1998,1998-03-14
2573,Monday September 2 1985,1985-09-02
2574,29 Jun 1997,1997-06-29
2575,10/26/89,1989-10-26
2576,27 Dec 2017,2017-12-27
2577,February 13 2005,2005-02-13
2578,October 14 1983,1983-10-14
2579,Tuesday June 8 1971,1971-06-08
2580,Saturday June 17 2006,2006-06-17
2581,3 Aug 2014,2014-08-03
2582,10 March 1985,1985-03-10
2583,Tuesday November 5 2013,2013-11-05
2584,28 Feb 1988,1988-02-28
2585,Wednesday September 7 1977,1977-09-07
2586,7 November 2000,2000-11-07
2587,Sunday May 19 1991,1991-05-19
2588,5 November 1989,1989-11-05
2589,Tuesday March 2 1982,1982-03-02
2590,July 31 2002,2002-07-31
2591,30 Aug 1980,1980-08-30
2592,Sunday June 29 2008,2008-06-29
2593,31 Jan 1990,1990-01-31
2594,08 Feb 1972,1972-02-08
2595,15 Dec 2021,2021-12-15
2596,Saturday April 10 1976,1976-04-10
2597,30 Jun 1991,1991-06-30
2598,17 Jan 2009,2009-01-17
2599,Sunday December 6 1998,1998-12-06
2600,Monday February 21 1983,1983-02-21
2601,Thursday November 15 2001,2001-11-15
2602,21 Jan 2005,2005-01-21
2603,19.06.77,1977-06-19
2604,24 September 1989,1989-09-24
2605,31 Jul 1988,1988-07-31
2606,9 Sep 2009,2009-09-09
2607,12 Feb 2004,2004-02-12
2608,25.12.18,2018-12-25
2609,Saturday March 24 2001,2001-03-24
2610,Thursday April 4 2013,2013-04-04
2611,Sunday June 4 1972,1972-06-04
2612,19 Aug 2014,2014-08-19
2613,20.03.74,1974-03-20
2614,Saturday December 25 1993,1993-12-25
2615,30 April 2007,2007-04-30
2616,June 2 2014,2014-06-02
2617,August 12 1995,1995-08-12
2618,4 December 2014,2014-12-04
2619,13 Mar 1994,1994-03-13
2620,16 Jul 2002,2002-07-16
2621,1 12 72,1972-12-01
2622,20.11.04,2004-11-20
2623,April 14 1974,1974-04-14
2624,14 December 1985,1985-12-14
2625,17 11 12,2012-11-17
2626,25 12 92,1992-12-25
